Pergunta;Resposta
Pergunta,Como as empresas devem lidar com a incerteza sobre o desfecho da transação na aplicação da NCRF 20?;Resposta,As empresas devem lidar com a incerteza sobre o desfecho da transação aplicando julgamento e estimativas, utilizando informações disponíveis na data do balanço para determinar se é provável que os benefícios económicos associados com a transação fluam para a entidade e, consequentemente, se o rédito deve ser reconhecido.
Pergunta,Como a NCRF 20 define o reconhecimento de rédito para empresas que vendem produtos?;Resposta,De acordo com a NCRF 20, o rédito proveniente da venda de bens deve ser reconhecido quando a empresa transferir para o comprador os riscos e vantagens significativos da propriedade dos bens. Um exemplo prático disso é a Apple reconhecer o rédito das vendas de iPhones quando os produtos são despachados para os clientes, indicando a transferência dos riscos e vantagens da propriedade.
Pergunta,Como a NCRF 20 aborda o reconhecimento de rédito para empresas de prestação de serviços?;Resposta,A NCRF 20 estabelece que o rédito associado com a prestação de serviços deve ser reconhecido com referência à fase de acabamento da transação à data do balanço. Um exemplo seria a consultoria de gestão McKinsey & Company, que reconhece o rédito à medida que os serviços são prestados aos clientes, refletindo o progresso na conclusão dos projetos.
Pergunta,Como a NCRF 20 trata o reconhecimento de rédito para empresas que recebem royalties?;Resposta,A NCRF 20 determina que os royalties devem ser reconhecidos de acordo com o regime do acréscimo, conforme a substância do acordo relevante. Por exemplo, a Disney reconhece os royalties provenientes da venda de produtos com base nas vendas líquidas realizadas pelos licenciados, refletindo a proporção das vendas totais de mercadorias.
Pergunta,Como as empresas aplicam o método do juro efetivo para reconhecimento de rédito, conforme exigido pela NCRF 20?;Resposta,As empresas aplicam o método do juro efetivo para reconhecimento de rédito quando recebem juros pelo uso de dinheiro ou equivalentes. Por exemplo, os bancos, como o Santander, reconhecem os réditos de juros dos empréstimos concedidos aos clientes com base nas taxas de juro efetivas aplicadas ao longo do período do empréstimo.
Pergunta,Como a NCRF 20 orienta o reconhecimento de rédito para empresas que distribuem dividendos?;Resposta,A NCRF 20 estabelece que os dividendos devem ser reconhecidos quando for estabelecido o direito do acionista receber o pagamento. Um exemplo seria a Microsoft, que reconhece os dividendos distribuídos aos acionistas na data de declaração, indicando o estabelecimento do direito dos acionistas ao pagamento.
Pergunta,O que trata a Norma Contabilística e de Relato Financeiro (NCRF) 21?;Resposta,A NCRF 21 trata de provisões, passivos contingentes e ativos contingentes.
Pergunta,Quando as provisões devem ser reconhecidas?;Resposta,As provisões devem ser reconhecidas quando a entidade tem uma obrigação presente (legal ou implícita) resultante de eventos passados, e é provável que seja necessário um desembolso de recursos para liquidar essa obrigação.
Pergunta,Qual é a importância da mensuração das provisões?;Resposta,A mensuração adequada das provisões é importante para refletir a melhor estimativa dos desembolsos futuros necessários para liquidar uma obrigação.
Pergunta,O que são passivos contingentes?;Resposta,Passivos contingentes são obrigações possíveis que surgem de eventos passados e cuja existência será confirmada pela ocorrência ou não de eventos futuros incertos que não estão inteiramente sob o controlo da entidade.
Pergunta,Por que é importante revisar as provisões?;Resposta,É importante revisar as provisões para garantir que elas reflitam a melhor estimativa corrente dos desembolsos futuros necessários para liquidar uma obrigação. Se deixar de ser provável que será necessário um desembolso de recursos, a provisão deve ser revertida.
Pergunta,Qual é o objetivo principal da Norma Contabilística e de Relato Financeiro (NCRF) 21?;Resposta,O objetivo principal da NCRF 21 é garantir que as provisões, passivos contingentes e ativos contingentes sejam reconhecidos e mensurados adequadamente nas demonstrações financeiras, fornecendo informações relevantes e fiáveis aos usuários das mesmas.
Pergunta,Quais são os critérios para o reconhecimento de uma provisão?;Resposta,Para reconhecer uma provisão, é necessário que a entidade tenha uma obrigação presente resultante de eventos passados, seja provável que um desembolso de recursos seja necessário para liquidar essa obrigação e que o valor da provisão possa ser mensurado com confiabilidade.
Pergunta,Como uma entidade deve mensurar uma provisão?;Resposta,Uma entidade deve mensurar uma provisão com base na melhor estimativa dos desembolsos futuros necessários para liquidar a obrigação na data do balanço, considerando riscos e incertezas relevantes.
Pergunta,Quais são os principais critérios para reconhecer um passivo contingente?;Resposta,Um passivo contingente deve ser reconhecido se for possível uma obrigação presente que resulte de eventos passados, mas a sua existência só será confirmada pela ocorrência ou não de eventos futuros incertos, ou se uma obrigação presente não for provável ou não puder ser mensurada com confiabilidade.
Pergunta,Qual é a diferença entre uma provisão e um passivo contingente?;Resposta,Uma provisão é reconhecida quando a entidade tem uma obrigação presente resultante de eventos passados e é provável que um desembolso de recursos seja necessário para liquidar essa obrigação, enquanto um passivo contingente é reconhecido quando uma obrigação presente é possível, mas a sua existência só será confirmada pela ocorrência ou não de eventos futuros incertos.
Pergunta,Qual é o tratamento contabilistico para uma obrigação presente segundo a NCRF 21?;Resposta,A NCRF 21 requer que uma obrigação presente seja reconhecida no balanço patrimonial quando há uma obrigação resultante de eventos passados, é provável que ocorra um desembolso de recursos para liquidar a obrigação e o valor da obrigação pode ser mensurado com confiabilidade.
Pergunta,Como as provisões são mensuradas e avaliadas para possíveis ajustes segundo a NCRF 21?;Resposta,As provisões são mensuradas com base na melhor estimativa dos desembolsos futuros necessários para liquidar a obrigação na data do balanço, levando em consideração riscos e incertezas relevantes. Elas são revisadas em cada balanço para refletir a melhor estimativa corrente e são ajustadas conforme necessário.
Pergunta,Quais são os critérios para reconhecer um passivo contingente de acordo com a NCRF 21?;Resposta,Um passivo contingente deve ser reconhecido se existir uma obrigação presente possível resultante de eventos passados, cuja existência será confirmada por eventos futuros incertos, e se a obrigação presente não for provável ou não puder ser mensurada com confiabilidade.
Pergunta,Como a divulgação de provisões, passivos contingentes e ativos contingentes é tratada pela NCRF 21?;Resposta,A NCRF 21 requer que as entidades divulguem informações significativas sobre a natureza das provisões, passivos contingentes e ativos contingentes, incluindo o montante e a natureza de cada um, bem como as premissas e estimativas utilizadas na mensuração.
Pergunta,Qual é a diferença entre uma provisão e um passivo contingente, e como isso afeta o reconhecimento contabilistico?;Resposta,Uma provisão é reconhecida quando há uma obrigação presente resultante de eventos passados e é provável que ocorra um desembolso de recursos para liquidar essa obrigação, enquanto um passivo contingente é reconhecido quando a obrigação presente é possível, mas sua existência será confirmada por eventos futuros incertos. Isso afeta o reconhecimento contabilistico, pois as provisões são reconhecidas no balanço patrimonial, enquanto os passivos contingentes são divulgados nas notas explicativas.
Pergunta,Como a empresa XYZ poderia aplicar a NCRF 21 em relação a uma possível ação judicial pendente?;Resposta,A empresa XYZ poderia reconhecer um passivo contingente relacionado à ação judicial pendente se for provável que uma obrigação resultante dessa ação ocorra e o valor possa ser mensurado com confiabilidade.
Pergunta,Como a empresa ABC poderia mensurar uma provisão para custos de garantia de produtos defeituosos?;Resposta,A empresa ABC poderia mensurar a provisão para custos de garantia com base em estimativas de custos futuros associados à correção dos produtos defeituosos, levando em consideração o histórico de reclamações e reparos.
Pergunta,Como a empresa DEF poderia divulgar um passivo contingente relacionado a uma investigação regulatória em curso?;Resposta,A empresa DEF poderia divulgar informações sobre o passivo contingente relacionado à investigação regulatória em curso, incluindo uma descrição da natureza da investigação, o montante estimado do passivo e as premissas utilizadas na mensuração.
Pergunta,Como a empresa GHI poderia revisar uma provisão para reestruturação devido a mudanças nos planos de redução de custos?;Resposta,A empresa GHI poderia revisar a provisão para reestruturação para refletir as mudanças nos planos de redução de custos, ajustando-a de acordo com a melhor estimativa corrente dos custos esperados associados à reestruturação.
Pergunta,Como a empresa JKL poderia reconhecer uma provisão para perdas esperadas em contratos onerosos?;Resposta,A empresa JKL poderia reconhecer uma provisão para perdas esperadas em contratos onerosos se os custos inevitáveis de satisfazer as obrigações nos contratos excederem os benefícios econômicos esperados a serem recebidos. Isso poderia ser determinado com base em uma análise detalhada dos termos e condições dos contratos e das projeções financeiras.
Pergunta,O que é o objetivo da Norma Contabilística e de Relato Financeiro 22 (NCRF 22)?;Resposta,O objetivo da NCRF 22 é prescrever os procedimentos que uma entidade deve seguir na contabilização de subsídios e outros apoios das entidades públicas.
Pergunta,Quais são os principais tipos de subsídios abordados pela NCRF 22?;Resposta,Os principais tipos de subsídios incluem subsídios relacionados com ativos e subsídios relacionados com rendimentos.
Pergunta,Como os subsídios das entidades públicas devem ser reconhecidos pela empresa?;Resposta,Os subsídios das entidades públicas devem ser reconhecidos apenas quando há segurança de que a empresa cumprirá as condições associadas e os subsídios serão recebidos.
Pergunta,Qual é o tratamento contabilístico para os subsídios reembolsáveis?;Resposta,Os subsídios reembolsáveis devem ser inicialmente contabilizados como passivos. Se eles se tornarem não reembolsáveis, seu tratamento muda de acordo com a NCRF 22.
Pergunta,Por que é importante para uma empresa seguir as orientações da NCRF 22?;Resposta,É importante para uma empresa seguir as orientações da NCRF 22 para garantir uma contabilização precisa e consistente dos subsídios e outros apoios das entidades públicas, promovendo a transparência e a conformidade com as normas contábeis.
Pergunta,Qual é o objetivo principal da NCRF 22?;Resposta,O objetivo principal da NCRF 22 é fornecer orientações sobre como as empresas devem contabilizar subsídios e outros apoios concedidos por entidades públicas.
Pergunta,Quais são os critérios para reconhecer um subsídio de entidade pública?;Resposta,Um subsídio de entidade pública só deve ser reconhecido quando a empresa tem segurança de que cumprirá as condições associadas e que o subsídio será recebido.
Pergunta,Como os subsídios relacionados com ativos fixos tangíveis são contabilizados de acordo com a NCRF 22?;Resposta,Os subsídios relacionados com ativos fixos tangíveis são inicialmente reconhecidos nos Capitais Próprios e, em seguida, são imputados como rendimentos durante os períodos necessários para equilibrá-los com os gastos relacionados.
Pergunta,Qual é a diferença entre subsídios não reembolsáveis e reembolsáveis?;Resposta,Subsídios não reembolsáveis são transferências de recursos para uma entidade que não precisam ser reembolsadas, desde que as condições estabelecidas sejam cumpridas, enquanto subsídios reembolsáveis exigem reembolso à entidade pública concedente.
Pergunta,Como a apresentação de subsídios relacionados com ativos é tratada nas demonstrações financeiras?;Resposta,Os subsídios relacionados com ativos fixos tangíveis e intangíveis devem ser apresentados no balanço como componente do capital próprio e imputados como rendimentos do período numa base sistemática e racional durante a vida útil do ativo.
Pergunta,Como a NCRF 22 aborda a contabilização de subsídios relacionados com ativos fixos tangíveis?;Resposta,A NCRF 22 instrui que os subsídios relacionados com ativos fixos tangíveis devem ser inicialmente reconhecidos nos Capitais Próprios e, em seguida, imputados como rendimentos durante os períodos necessários para equilibrá-los com os gastos relacionados.
Pergunta,Quais são os critérios para reconhecimento de subsídios não reembolsáveis de acordo com a NCRF 22?;Resposta,Os subsídios não reembolsáveis são reconhecidos quando há segurança de que as condições estabelecidas serão cumpridas e que os subsídios serão recebidos. O recebimento do subsídio não é, por si só, prova conclusiva de que as condições foram ou serão cumpridas.
Pergunta,Como a NCRF 22 trata os subsídios relacionados com rendimentos em termos de apresentação nas demonstrações financeiras?;Resposta,Os subsídios relacionados com rendimentos devem ser reconhecidos na demonstração dos resultados numa base sistemática e racional durante os períodos contabilísticos necessários para equilibrá-los com os gastos relacionados.
Pergunta,Explique como a NCRF 22 aborda o reembolso de subsídios das entidades públicas.;Resposta,Um subsídio reembolsável é inicialmente contabilizado como um passivo. Se ele se tornar não reembolsável, o tratamento contabilístico é revisado como uma estimativa contabilístico de acordo com a NCRF 4.
Pergunta,Qual é a data de eficácia da NCRF 22 e quais são as implicações para as empresas?;Resposta,A NCRF 22 deve ser aplicada para os períodos com início em ou após 1 de janeiro de 2016. As empresas devem garantir a aplicação correta das orientações da norma e divulgar qualquer impacto significativo nos seus relatórios financeiros.
Pergunta,Como a empresa A deve contabilizar um subsídio recebido do governo para a compra de equipamento de produção?;Resposta,A empresa A deve reconhecer o subsídio como rendimento durante os períodos em que os custos relacionados com o equipamento são incorridos.
Pergunta,Qual é o tratamento contabilístico para os subsídios relacionados com ativos fixos tangíveis não depreciáveis?;Resposta,Os subsídios relacionados com ativos fixos tangíveis não depreciáveis devem ser inicialmente reconhecidos nos Capitais Próprios e mantidos lá, a menos que seja necessário para compensar uma perda por imparidade.
Pergunta,Como a empresa B deve contabilizar um subsídio reembolsável recebido de uma entidade pública?;Resposta,A empresa B deve contabilizar o subsídio reembolsável como um passivo. Se o subsídio se tornar não reembolsável, ele deve ser tratado de acordo com as orientações da NCRF 22.
Pergunta,Qual é a apresentação adequada para subsídios relacionados com ativos fixos tangíveis em um balanço?;Resposta,Os subsídios relacionados com ativos fixos tangíveis devem ser apresentados no balanço como componente do capital próprio da empresa.
Pergunta,Como a empresa C deve contabilizar um subsídio concedido para assegurar uma rentabilidade mínima durante um período específico?;Resposta,O subsídio deve ser reconhecido como rendimento do período em que foi concedido, a menos que seja destinado a financiar déficits de períodos futuros, caso em que será imputado aos períodos em questão.
Pergunta,O que a NCRF 23 aborda?;Resposta,A NCRF 23 aborda como contabilizar os efeitos das alterações nas taxas de câmbio na elaboração das demonstrações financeiras.
Pergunta,Quais são os principais eventos que podem levar a alterações na moeda funcional de uma entidade?;Resposta,Os principais eventos que podem levar a alterações na moeda funcional de uma entidade incluem mudanças significativas nas transações e condições econômicas subjacentes.
Pergunta,Como são tratadas as diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira nas demonstrações financeiras?;Resposta,As diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira são reconhecidas como um componente separado do capital próprio até à alienação da unidade operacional.
Pergunta,Qual é a data de eficácia da NCRF 23?;Resposta,A NCRF 23 é eficaz para os períodos com início em ou após 1 de janeiro de 2016.
Pergunta,Qual norma contabilistica foi substituída pela NCRF 23?;Resposta,A NCRF 23 substitui a norma contabilistica NCRF 23 - Efeitos de Alterações em Taxas de Câmbio, que estava em vigor desde 7 de setembro de 2009.
Pergunta,Qual é o objetivo principal da NCRF 23?;Resposta,O objetivo principal da NCRF 23 é fornecer orientação sobre como contabilizar e relatar os efeitos das alterações nas taxas de câmbio nas demonstrações financeiras.
Pergunta,Como a NCRF 23 trata as diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira?;Resposta,As diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira são reconhecidas como um componente separado do capital próprio até à alienação da unidade operacional.
Pergunta,Quais são os procedimentos para transpor os resultados e a posição financeira de uma entidade cuja moeda funcional seja diferente da moeda de apresentação?;Resposta,Os procedimentos incluem transpor os ativos e passivos à taxa de fecho na data do balanço, os rendimentos e gastos às taxas de câmbio nas datas das transações, e reconhecer todas as diferenças de câmbio como um componente separado do capital próprio.
Pergunta,Quando uma entidade deve reexpressar suas demonstrações financeiras de acordo com a NCRF 23?;Resposta,Uma entidade deve reexpressar suas demonstrações financeiras quando a moeda funcional da entidade for a moeda de uma economia hiperinflacionária.
Pergunta,Como a NCRF 23 lida com a alienação total ou parcial de uma unidade operacional estrangeira?;Resposta,Na alienação de uma unidade operacional estrangeira, a quantia cumulativa das diferenças de câmbio relacionadas com essa unidade operacional estrangeira deve ser reclassificada para os resultados quando o ganho ou a perda resultante da alienação for reconhecido.
Pergunta,Quais são os critérios para determinar a moeda funcional de uma entidade?;Resposta,A moeda funcional de uma entidade é determinada com base nas transações, eventos e condições subjacentes que sejam relevantes para a entidade, considerando principalmente a moeda que influencia os preços de venda dos bens e serviços.
Pergunta,Como a NCRF 23 trata as diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira na moeda de apresentação?;Resposta,As diferenças de câmbio resultantes da transposição de uma unidade operacional estrangeira na moeda de apresentação são reconhecidas como um componente separado do capital próprio até à alienação da unidade operacional.
Pergunta,Quais são os procedimentos para transpor os resultados e a posição financeira de uma entidade cuja moeda funcional é diferente da moeda de apresentação?;Resposta,Os procedimentos incluem transpor os ativos e passivos à taxa de fecho na data do balanço, os rendimentos e gastos às taxas de câmbio nas datas das transações, e reconhecer todas as diferenças de câmbio como um componente separado do capital próprio.
Pergunta,Quais são os efeitos fiscais das diferenças de câmbio e transações em moeda estrangeira, de acordo com a NCRF 23?;Resposta,Os ganhos e perdas com transações em moeda estrangeira e as diferenças de câmbio resultantes da transposição de uma entidade para outra moeda podem ter efeitos fiscais, que são tratados de acordo com a NCRF 25 - Impostos sobre o Rendimento.
Pergunta,Como a NCRF 23 aborda a alienação total ou parcial de uma unidade operacional estrangeira?;Resposta,Na alienação de uma unidade operacional estrangeira, as diferenças de câmbio relacionadas com essa unidade devem ser reclassificadas para os resultados quando o ganho ou a perda resultante da alienação for reconhecido, conforme descrito nos parágrafos 46 a 50 da norma.
Pergunta,Como a NCRF 23 afeta uma empresa multinacional como a Coca-Cola, que opera em vários países com diferentes moedas?;Resposta,A Coca-Cola deve transpor os resultados e a posição financeira de suas subsidiárias estrangeiras para a moeda de apresentação, reconhecendo as diferenças de câmbio como um componente separado do capital próprio.
Pergunta,Qual seria o impacto da NCRF 23 para a Volkswagen, uma empresa alemã que exporta seus veículos para os Estados Unidos?;Resposta,A Volkswagen teria que contabilizar as diferenças de câmbio resultantes da conversão das receitas em dólares americanos para euros na moeda de apresentação, refletindo essas mudanças em seus relatórios financeiros.
Pergunta,Como a NCRF 23 se aplica à Nestlé, uma empresa suíça que tem operações em todo o mundo?;Resposta,A Nestlé deve transpor os resultados e a posição financeira de suas subsidiárias estrangeiras para o franco suíço, sua moeda funcional, e reconhecer as diferenças de câmbio como um componente separado do capital próprio.
Pergunta,Como a NCRF 23 influencia a Amazon, uma empresa americana que realiza vendas em diversas moedas devido à sua presença global?;Resposta,A Amazon precisa transpor os resultados das vendas em diferentes moedas para o dólar americano, sua moeda de apresentação, e contabilizar as diferenças de câmbio como parte de seu capital próprio.
Pergunta,Qual é o tratamento contabilístico das diferenças de câmbio para a Toyota, uma empresa japonesa que tem subsidiárias em todo o mundo?;Resposta,A Toyota deve transpor os resultados e a posição financeira de suas subsidiárias estrangeiras para o iene japonês, sua moeda funcional, e reconhecer as diferenças de câmbio como um componente separado do capital próprio.
Pergunta,O que são acontecimentos após a data do balanço?;Resposta,Acontecimentos após a data do balanço são eventos, favoráveis ou desfavoráveis, que ocorrem entre a data do balanço e a data em que as demonstrações financeiras são autorizadas para emissão.
Pergunta,Qual é o objetivo da NCRF 24?;Resposta,O objetivo da Norma Contabilística e de Relato Financeiro 24 é estabelecer quando uma entidade deve ajustar suas demonstrações financeiras em função de acontecimentos após a data do balanço e os princípios gerais de divulgação desses acontecimentos.
Pergunta,Quando uma entidade deve ajustar as quantias reconhecidas em suas demonstrações financeiras?;Resposta,Uma entidade deve ajustar as quantias reconhecidas em suas demonstrações financeiras para refletir os acontecimentos após a data do balanço que dão lugar a ajustamentos.
Pergunta,Qual é a diferença entre acontecimentos após a data do balanço que dão e não dão lugar a ajustamentos?;Resposta,A diferença está no fato de que os acontecimentos que dão lugar a ajustamentos exigem que a entidade ajuste as quantias reconhecidas em suas demonstrações financeiras, enquanto os acontecimentos que não dão lugar a ajustamentos requerem apenas divulgação, sem ajuste nas quantias reconhecidas.
Pergunta,Como são tratados os dividendos declarados após a data do balanço?;Resposta,Se os dividendos são declarados após a data do balanço, mas antes das demonstrações financeiras serem autorizadas para emissão, eles não são reconhecidos como um passivo à data do balanço, mas são divulgados nas notas às demonstrações financeiras.
Pergunta,Quais são os dois tipos de acontecimentos após a data do balanço identificados pela NCRF 24?;Resposta,Os dois tipos são: a) Aqueles que proporcionam prova de condições existentes à data do balanço (que dão lugar a ajustamentos) e b) Aqueles que são indicativos de condições que surgiram após a data do balanço (que não dão lugar a ajustamentos).
Pergunta,Quando uma entidade deve ajustar as quantias reconhecidas em suas demonstrações financeiras de acordo com a NCRF 24?;Resposta,Uma entidade deve ajustar as quantias reconhecidas em suas demonstrações financeiras para refletir os acontecimentos após a data do balanço que dão lugar a ajustamentos, como determinado pela norma.
Pergunta,Quais são alguns exemplos de acontecimentos que exigem ajustes nas demonstrações financeiras de acordo com a NCRF 24?;Resposta,Alguns exemplos incluem resolução de casos judiciais que confirmam obrigações presentes à data do balanço, receção de informação que indica imparidade de ativos à data do balanço, determinação do custo de ativos comprados após o balanço, entre outros.
Pergunta,Por que uma entidade pode precisar atualizar suas divulgações nas demonstrações financeiras após a data do balanço, mesmo sem afetar as quantias reconhecidas?;Resposta,Uma entidade pode precisar atualizar suas divulgações para refletir informações recebidas após a data do balanço, mesmo quando não afetam as quantias reconhecidas, para fornecer informações completas e transparentes aos usuários das demonstrações financeiras.
Pergunta,Qual é a consequência se uma entidade determinar, após a data do balanço, que não é apropriado manter o pressuposto da continuidade?;Resposta,Se uma entidade determinar que não é apropriado manter o pressuposto da continuidade após a data do balanço, a NCRF 24 exige uma alteração fundamental no regime contabilístico em vez de um simples ajuste nas quantias reconhecidas nas demonstrações financeiras originais.
Pergunta,Quais são os critérios para determinar se um acontecimento após a data do balanço deve ser ajustado nas demonstrações financeiras?;Resposta,Um acontecimento após a data do balanço deve ser ajustado se proporcionar evidência de condições que já existiam à data do balanço ou se indicar condições que surgiram após essa data e tiver impacto nas demonstrações financeiras.
Pergunta,Como a NCRF 24 lida com os eventos subsequentes que não exigem ajustes nas demonstrações financeiras, mas exigem divulgação?;Resposta,A norma exige que esses eventos sejam divulgados nas notas explicativas às demonstrações financeiras para fornecer informações relevantes aos usuários.
Pergunta,Quais são os requisitos para a divulgação de acontecimentos após a data do balanço segundo a NCRF 24?;Resposta,A norma requer que a entidade divulgue a natureza do acontecimento após a data do balanço e uma estimativa do seu impacto financeiro, quando possível.
Pergunta,Como a NCRF 24 trata os dividendos declarados após a data do balanço?;Resposta,Os dividendos declarados após a data do balanço não são reconhecidos como um passivo à data do balanço, mas são divulgados nas notas explicativas às demonstrações financeiras.
Pergunta,Qual é a implicação contabilístico se a entidade determinar que o pressuposto da continuidade não é apropriado após a data do balanço?;Resposta,Se a continuidade não for apropriada, a NCRF 24 exige uma mudança fundamental no regime contabilístico da entidade em vez de um simples ajuste nas demonstrações financeiras. Isso reflete a importância da informação precisa e atualizada nas demonstrações financeiras para os usuários.
Pergunta,Como a empresa A ajustaria suas demonstrações financeiras de acordo com a NCRF 24 se, após a data do balanço, um cliente importante declarasse falência?;Resposta,A empresa A ajustaria suas demonstrações financeiras para refletir a perda esperada relacionada à conta a receber do cliente falido, de acordo com as diretrizes da NCRF 24.
Pergunta,Como a empresa B divulgará um evento após a data do balanço, como a descoberta de fraudes em suas operações, de acordo com a NCRF 24?;Resposta,A empresa B divulgará o evento nas notas explicativas às demonstrações financeiras, fornecendo informações sobre a natureza da fraude descoberta e seu impacto financeiro, quando possível.
Pergunta,Se a empresa C vender uma unidade operacional após a data do balanço, como isso será tratado sob a NCRF 24?;Resposta,A venda da unidade operacional pela empresa C após a data do balanço será divulgada nas notas explicativas às demonstrações financeiras, pois é um evento significativo que ocorreu após a data do balanço.
Pergunta,Como a empresa D lidará com a determinação do custo de ativos adquiridos após a data do balanço, de acordo com a NCRF 24?;Resposta,A empresa D ajustará suas demonstrações financeiras para refletir o custo dos ativos adquiridos após a data do balanço, conforme exigido pela NCRF 24, garantindo assim que as informações financeiras sejam precisas e atualizadas.
Pergunta,Se a empresa E decidir descontinuar uma linha de negócios após a data do balanço, como isso será divulgado de acordo com a NCRF 24?;Resposta,A empresa E divulgará a decisão de descontinuar a linha de negócios nas notas explicativas às demonstrações financeiras, fornecendo informações sobre os motivos da decisão e seu impacto financeiro, conforme exigido pela norma.
Pergunta,O que é a NCRF 25?;Resposta,A NCRF 25 é uma norma contabilística que trata dos impostos sobre o rendimento nas demonstrações financeiras.
Pergunta,Qual é o objetivo da NCRF 25?;Resposta,O objetivo da NCRF 25 é definir como os impostos sobre o rendimento devem ser reconhecidos e mensurados nas demonstrações financeiras.
Pergunta,Quais são os tipos de impostos tratados pela NCRF 25?;Resposta,A NCRF 25 trata dos impostos sobre o rendimento, incluindo impostos correntes e diferidos.
Pergunta,Como os impostos correntes são reconhecidos nas demonstrações financeiras de acordo com a NCRF 25?;Resposta,Os impostos correntes são reconhecidos como um gasto ou rendimento na demonstração dos resultados do período em que são devidos.
Pergunta,O que são impostos diferidos de acordo com a NCRF 25?;Resposta,Impostos diferidos são os impostos sobre o rendimento que surgem de diferenças temporárias entre os valores contabilísticos e fiscais dos ativos e passivos.
Pergunta,Quais são os principais critérios para reconhecer um ativo por impostos diferidos de acordo com a NCRF 25?;Resposta,Os principais critérios incluem a probabilidade de benefícios fiscais futuros, a disponibilidade de lucros tributáveis futuros e a reversão das diferenças temporárias.
Pergunta,Qual é a diferença entre impostos correntes e diferidos de acordo com a NCRF 25?;Resposta,Os impostos correntes são os impostos devidos no período corrente, com base nos rendimentos do período, enquanto os impostos diferidos são os impostos a pagar ou a recuperar no futuro devido a diferenças temporárias entre os valores contabilísticos e fiscais dos ativos e passivos.
Pergunta,Como a NCRF 25 trata os prejuízos fiscais não utilizados?;Resposta,A NCRF 25 estabelece critérios específicos para o reconhecimento de ativos por impostos diferidos provenientes de prejuízos fiscais não utilizados, considerando a probabilidade de que lucros tributáveis futuros estarão disponíveis contra os quais os prejuízos fiscais não utilizados possam ser utilizados.
Pergunta,Quais são as circunstâncias em que um ativo por impostos diferidos não é reconhecido de acordo com a NCRF 25?;Resposta,Um ativo por impostos diferidos não é reconhecido quando não é provável que lucros tributáveis futuros estejam disponíveis contra os quais as diferenças temporárias possam ser utilizadas.
Pergunta,Como a NCRF 25 trata os ativos e passivos por impostos diferidos em relação às diferenças de câmbio?;Resposta,A NCRF 25 exige que os ativos e passivos por impostos diferidos sejam mensurados pelas taxas fiscais que se espera que sejam aplicadas no período em que o ativo for realizado ou o passivo for liquidado, levando em consideração as diferenças de câmbio quando aplicável.
Pergunta,Quais são os critérios para determinar se um ativo por impostos diferidos deve ser reconhecido de acordo com a NCRF 25?;Resposta,A NCRF 25 estabelece que um ativo por impostos diferidos deve ser reconhecido na medida em que seja provável que lucros tributáveis futuros estarão disponíveis contra os quais as diferenças temporárias possam ser utilizadas.
Pergunta,Como a NCRF 25 trata a incerteza tributária relacionada com a mensuração de ativos por impostos diferidos?;Resposta,A NCRF 25 requer que a incerteza tributária relacionada com a mensuração de ativos por impostos diferidos seja reconhecida utilizando o método do imposto corrente para refletir as melhores estimativas razoáveis ​​disponíveis no momento da mensuração.
Pergunta,Quais são as circunstâncias em que um passivo por impostos diferidos deve ser reconhecido de acordo com a NCRF 25?;Resposta,Um passivo por impostos diferidos deve ser reconhecido na medida em que seja provável que a diferença temporária reversível resulte em pagamento de impostos no futuro e o valor possa ser mensurado com fiabilidade.
Pergunta,Como a NCRF 25 aborda a compensação de ativos e passivos por impostos diferidos?;Resposta,A NCRF 25 permite a compensação de ativos e passivos por impostos diferidos de uma mesma autoridade tributária quando existir o direito legal de compensar o montante a pagar com o montante a recuperar.
Pergunta,Como as mudanças nas taxas de imposto afetam a mensuração de ativos e passivos por impostos diferidos de acordo com a NCRF 25?;Resposta,As mudanças nas taxas de imposto afetam a mensuração de ativos e passivos por impostos diferidos, resultando em ajustamentos ao montante reconhecido na demonstração financeira, com impacto no período em que a mudança na taxa é substancialmente aprovada.
Pergunta,Como a empresa ABC Ltda. poderia aplicar a NCRF 25 em relação aos seus ativos por impostos diferidos?;Resposta,A ABC Ltda. poderia reconhecer ativos por impostos diferidos quando houver diferenças temporárias que resultem em benefícios fiscais futuros. Por exemplo, se a ABC Ltda. tiver créditos fiscais não utilizados decorrentes de prejuízos fiscais transitados, poderá reconhecer um ativo por impostos diferidos.
Pergunta,Em que circunstâncias a empresa XYZ S.A. pode reconhecer um passivo por impostos diferidos de acordo com a NCRF 25?;Resposta,A XYZ S.A. poderia reconhecer um passivo por impostos diferidos se houver diferenças temporárias que resultem em maiores obrigações fiscais futuras. Por exemplo, se a XYZ S.A. tiver ativos reavaliados para fins fiscais e espera-se que resultem em maiores impostos a pagar no futuro, ela poderá reconhecer um passivo por impostos diferidos.
